environment_class,elevation_band,cell_id,draw_index,excess_delay_samples,absolute_doppler_hz,relative_power_db
Urban,LOW,Urban__LOW,2120,1.75015872651,45.0543847357,-2.7450750147
Urban,LOW,Urban__LOW,2121,1.07472269603,56.2104788616,-7.43078575345
Urban,LOW,Urban__LOW,2122,1.54211878679,17.7336758721,-13.6264472747
Urban,LOW,Urban__LOW,2123,1.1720501141,49.2775005718,-3.35389704439
Urban,LOW,Urban__LOW,2124,1.67257634707,53.7120943756,-12.9652855748
Urban,LOW,Urban__LOW,2125,1.36689937331,47.6739173053,-4.98804232866
Urban,LOW,Urban__LOW,2126,2.47373563927,82.4465495263,-13.4858271586
Urban,LOW,Urban__LOW,2127,2.50662177877,36.9597999139,-16.6501825003
Urban,LOW,Urban__LOW,2128,1.18635170072,38.1503114329,-14.8740054495
Urban,LOW,Urban__LOW,2129,2.74986529702,118.862066385,-13.6173718733
Urban,LOW,Urban__LOW,2130,1.53402582177,53.3980004889,-6.80881271795
Urban,LOW,Urban__LOW,2131,1.353201193,46.4334545772,-4.39456139028
Urban,LOW,Urban__LOW,2132,1.95204895319,29.9208488367,-12.7496703204
Urban,LOW,Urban__LOW,2133,1.73961953077,36.0711546236,-12.6904427058
Urban,LOW,Urban__LOW,2134,2.92006041004,54.7581034111,-13.6750125541
Urban,LOW,Urban__LOW,2135,1.4786540984,49.4106849881,-6.97484377955
Urban,LOW,Urban__LOW,2136,0.962380968044,41.9015829142,-1.09095498603
Urban,LOW,Urban__LOW,2137,1.90403179647,21.2741240416,-11.3383930886
Urban,LOW,Urban__LOW,2138,1.58834960655,59.0381790112,-13.4001731439
Urban,LOW,Urban__LOW,2139,1.6335412485,24.6008630809,-17.3806741549
Urban,LOW,Urban__LOW,2140,1.86996034097,56.0151322651,-2.11473359149
Urban,LOW,Urban__LOW,2141,1.68892084534,54.7555966719,-16.1919760925
Urban,LOW,Urban__LOW,2142,1.85857969165,37.5433987057,-2.65307739261
Urban,LOW,Urban__LOW,2143,1.22324707944,47.8601420082,-5.14162332591
Urban,LOW,Urban__LOW,2144,1.61559267425,45.413082453,-4.34927419019
Urban,LOW,Urban__LOW,2145,1.59716371825,35.0671240144,0.0191454767248
Urban,LOW,Urban__LOW,2146,1.44554593831,31.0726552284,-11.9217110615
Urban,LOW,Urban__LOW,2147,1.83837939844,41.707577158,-2.53366435081
Urban,LOW,Urban__LOW,2148,1.26841708098,44.3144642128,-1.48441380992
Urban,LOW,Urban__LOW,2149,2.25309006655,124.389561525,-14.8203641014
Urban,LOW,Urban__LOW,2150,1.81520158487,31.0736512469,-14.56575507
Urban,LOW,Urban__LOW,2151,1.71815630397,43.638812503,-4.32817879057
Urban,LOW,Urban__LOW,2152,1.00075214463,30.8549891955,-1.30602259224
Urban,LOW,Urban__LOW,2153,1.07554573464,52.5681437963,-3.66240217296
Urban,LOW,Urban__LOW,2154,1.82248457609,41.1188255888,-1.45333538668
Urban,LOW,Urban__LOW,2155,3.35355098636,71.164719203,-9.03172999983
Urban,LOW,Urban__LOW,2156,1.20559788287,47.7949622759,-5.96597864823
Urban,LOW,Urban__LOW,2157,1.43616465416,45.7435577135,-4.95499817929
Urban,LOW,Urban__LOW,2158,0.900763869558,47.4305661291,-1.34696571267
Urban,LOW,Urban__LOW,2159,3.41027703414,50.9126232304,-13.2516357411
Urban,LOW,Urban__LOW,2160,1.65782772087,50.1959477508,-6.88071280686
Urban,LOW,Urban__LOW,2161,2.29398760128,41.4309540732,-15.0279045504
Urban,LOW,Urban__LOW,2162,1.70292078868,49.5915372229,-5.21504751798
Urban,LOW,Urban__LOW,2163,2.63792868676,60.883241369,-16.6310893765
Urban,LOW,Urban__LOW,2164,2.15399537197,22.8615573391,-12.1420844521
Urban,LOW,Urban__LOW,2165,1.08411473807,44.3003985131,-1.99507450195
Urban,LOW,Urban__LOW,2166,1.39749868094,46.2973166159,-2.18422872324
Urban,LOW,Urban__LOW,2167,1.15716504325,48.8438642113,-3.78281689522
Urban,LOW,Urban__LOW,2168,1.49059589854,23.2431502251,-15.2735489792
Urban,LOW,Urban__LOW,2169,1.06456425403,48.434058112,-4.47838635509
Urban,LOW,Urban__LOW,2170,2.01795679631,48.7322857802,-6.36176497291
Urban,LOW,Urban__LOW,2171,1.53622096283,7.41468284208,1.51441193121
Urban,LOW,Urban__LOW,2172,0.9997415727,49.1099908535,-2.84301860482
Urban,LOW,Urban__LOW,2173,1.52164163095,31.3547529234,-15.4756266405
Urban,LOW,Urban__LOW,2174,1.23242897209,49.8334330759,-4.37500464135
Urban,LOW,Urban__LOW,2175,1.50361722803,47.3536197241,-4.8858072398
Urban,LOW,Urban__LOW,2176,3.08327174841,71.5524219453,-13.8018587089
Urban,LOW,Urban__LOW,2177,2.21428128971,38.8957507213,-14.2125322252
Urban,LOW,Urban__LOW,2178,0.914232223259,51.0936754923,-4.35140051792
Urban,LOW,Urban__LOW,2179,3.43962675917,66.2711465762,-13.3941151177
Urban,LOW,Urban__LOW,2180,1.31757582354,51.9047510126,-4.38751012513
Urban,LOW,Urban__LOW,2181,1.18869141446,49.6437719928,-5.2824439654
Urban,LOW,Urban__LOW,2182,1.32301444237,43.9206377702,-0.673157368677
Urban,LOW,Urban__LOW,2183,1.7226157732,48.4293329151,-3.82827308328
Urban,LOW,Urban__LOW,2184,2.12760562349,26.7377266784,-18.4574835973
Urban,LOW,Urban__LOW,2185,1.15106579889,47.7223594794,-4.01946891615
Urban,LOW,Urban__LOW,2186,3.79642775624,81.0633480506,-13.1940410572
Urban,LOW,Urban__LOW,2187,2.57167240269,89.3910593023,-15.0033309251
Urban,LOW,Urban__LOW,2188,2.65428363758,159.290797755,-10.8368691816
Urban,LOW,Urban__LOW,2189,1.0562481402,53.0487205477,-4.36918139736
Urban,LOW,Urban__LOW,2190,0.833806489003,49.8692150241,-6.48137108132
Urban,LOW,Urban__LOW,2191,1.23667534669,42.7611281515,-2.69524453469
Urban,LOW,Urban__LOW,2192,1.28702070174,79.4733922247,-1.6888816987
Urban,LOW,Urban__LOW,2193,1.98940439775,46.5333104335,-2.6075918415
Urban,LOW,Urban__LOW,2194,1.50251518035,51.9056805086,-3.11113102773
Urban,LOW,Urban__LOW,2195,1.28596557983,52.2494741903,-5.11473656862
Urban,LOW,Urban__LOW,2196,1.4786013081,47.5335357885,-3.57514244692
Urban,LOW,Urban__LOW,2197,1.55636792234,15.1513102172,-1.27842493542
Urban,LOW,Urban__LOW,2198,1.73929598095,43.75684138,-4.50696225024
Urban,LOW,Urban__LOW,2199,1.72474597164,27.4873649675,-9.96976856987
Urban,LOW,Urban__LOW,2200,2.09823470302,37.7992857145,-14.462731775
Urban,LOW,Urban__LOW,2201,1.89566860093,41.7811263202,-2.39174925031
Urban,LOW,Urban__LOW,2202,1.15804626453,47.7003054888,-4.86559647071
Urban,LOW,Urban__LOW,2203,1.12908137876,26.1154015302,-11.4123285685
Urban,LOW,Urban__LOW,2204,1.19118022455,48.0806526675,-5.34465827063
Urban,LOW,Urban__LOW,2205,1.75486231696,57.0710491584,-11.5084835434
Urban,LOW,Urban__LOW,2206,2.57312327893,43.83242153,-3.69907134291
Urban,LOW,Urban__LOW,2207,0.989700585445,26.052225267,-1.485922952
Urban,LOW,Urban__LOW,2208,1.49391790883,44.6912729585,-4.81228050536
Urban,LOW,Urban__LOW,2209,1.90781494352,44.0814953289,-0.650984802131
Urban,LOW,Urban__LOW,2210,2.2526521361,36.0339526967,-16.9289065162
Urban,LOW,Urban__LOW,2211,3.59901687525,74.9278517572,-13.8598165885
Urban,LOW,Urban__LOW,2212,1.48291478521,50.0216555057,-3.28300365182
Urban,LOW,Urban__LOW,2213,1.94777248342,75.2786638309,-9.6650446301
Urban,LOW,Urban__LOW,2214,1.78150594191,20.7161344594,-13.3018864725
Urban,LOW,Urban__LOW,2215,1.06469859437,56.3786791649,-7.6178786517
Urban,LOW,Urban__LOW,2216,1.21077006424,41.9091825002,-1.42386506778
Urban,LOW,Urban__LOW,2217,1.35556104904,48.5245252334,-1.21727365677
Urban,LOW,Urban__LOW,2218,1.40656831982,43.2892130557,-1.306449644
Urban,LOW,Urban__LOW,2219,1.39979894327,53.6618025438,-5.34045254927
Urban,LOW,Urban__LOW,2220,1.3522482676,71.0257544763,-10.8269712154
Urban,LOW,Urban__LOW,2221,3.90311231569,84.5030458,-17.8872235666
Urban,LOW,Urban__LOW,2222,1.29525222275,45.152535725,-4.35971426321
Urban,LOW,Urban__LOW,2223,1.03976999263,44.8957058374,-3.23558423095
Urban,LOW,Urban__LOW,2224,1.56300086877,45.9896082631,-5.56365637342
Urban,LOW,Urban__LOW,2225,1.3543389078,39.6853478102,-1.10586548785
Urban,LOW,Urban__LOW,2226,0.901779733366,48.3605940683,-2.19188601244
Urban,LOW,Urban__LOW,2227,1.49391804332,43.8429205809,-2.95955842317
Urban,LOW,Urban__LOW,2228,1.58646522081,43.8430870897,-4.27138825128
Urban,LOW,Urban__LOW,2229,0.98026196315,13.7716842821,-12.5959096572
Urban,LOW,Urban__LOW,2230,1.13956199093,45.8243922879,-4.03414945442
Urban,LOW,Urban__LOW,2231,1.28375643894,12.7023414623,-1.0767371139
Urban,LOW,Urban__LOW,2232,1.18380683056,48.023027457,-2.46638326827
Urban,LOW,Urban__LOW,2233,1.1405721253,55.5339909446,-6.84942677919
Urban,LOW,Urban__LOW,2234,2.0745284306,19.7511309769,-17.3566939416
Urban,LOW,Urban__LOW,2235,2.45089780249,102.941039935,-13.3253856732
Urban,LOW,Urban__LOW,2236,1.39667447769,45.5869424276,-3.6645569919
Urban,LOW,Urban__LOW,2237,1.49624960825,48.3894467139,-3.78982954498
Urban,LOW,Urban__LOW,2238,1.50736505668,43.5975144477,-2.59846753283
Urban,LOW,Urban__LOW,2239,1.65555979199,38.6341420116,-1.95423120147
Urban,LOW,Urban__LOW,2240,1.13058615482,59.4932920197,-5.27771132673
Urban,LOW,Urban__LOW,2241,2.23509735226,79.7605696991,-10.2892243055
Urban,LOW,Urban__LOW,2242,1.26796738334,57.6425898547,-2.53290880094
Urban,LOW,Urban__LOW,2243,1.82555588416,40.392586587,-10.926217194
Urban,LOW,Urban__LOW,2244,1.3890301685,20.3661492414,-9.87535655347
Urban,LOW,Urban__LOW,2245,1.31788769387,55.8191218864,-6.88468621332
Urban,LOW,Urban__LOW,2246,1.5086633576,49.9519840941,-4.50656736808
Urban,LOW,Urban__LOW,2247,1.39013426836,25.8315837043,-14.8801942092
Urban,LOW,Urban__LOW,2248,1.40139656087,40.6342130405,-0.858622277222
Urban,LOW,Urban__LOW,2249,1.42072015869,57.0940650002,-3.48985090951
Urban,LOW,Urban__LOW,2250,1.42200029534,47.4233410241,-3.883764142
Urban,LOW,Urban__LOW,2251,1.3778822738,49.1627808596,-4.48853011596
Urban,LOW,Urban__LOW,2252,1.26468819006,63.299977886,-7.54216354593
Urban,LOW,Urban__LOW,2253,1.42661355787,50.9854131433,-2.83953654692
Urban,LOW,Urban__LOW,2254,2.58589002841,104.240941581,-10.8737378648
Urban,LOW,Urban__LOW,2255,1.01402959499,45.7711898587,-4.22614295776
Urban,LOW,Urban__LOW,2256,1.55407260452,61.1001386296,-15.0405141262
Urban,LOW,Urban__LOW,2257,1.99290327202,87.9141131726,-12.9011718225
Urban,LOW,Urban__LOW,2258,1.27397592635,46.851412635,-2.00608174739
Urban,LOW,Urban__LOW,2259,1.60634371923,49.9190921041,-6.23500765662
Urban,LOW,Urban__LOW,2260,1.09164029513,47.9976190815,-4.74354185549
Urban,LOW,Urban__LOW,2261,1.45935572911,40.2839138799,0.617693921116
Urban,LOW,Urban__LOW,2262,1.16650273488,44.2149309154,-1.66670367234
Urban,LOW,Urban__LOW,2263,1.32651276199,53.8788640348,-6.1209671412
Urban,LOW,Urban__LOW,2264,2.28240492723,42.9945738829,-12.5503238754
Urban,LOW,Urban__LOW,2265,1.56968265917,56.7878845987,-6.34050237634
Urban,LOW,Urban__LOW,2266,1.92465176996,15.1694894882,-13.2025707729
Urban,LOW,Urban__LOW,2267,1.96324126927,124.364636168,-15.4358673763
Urban,LOW,Urban__LOW,2268,1.42164199551,53.046296662,-6.68421170648
Urban,LOW,Urban__LOW,2269,1.16710779913,44.8603530546,-4.02468227313
Urban,LOW,Urban__LOW,2270,1.42685201217,55.2789714359,-8.68346613001
Urban,LOW,Urban__LOW,2271,1.86091726509,91.9217120841,-13.4062514491
Urban,LOW,Urban__LOW,2272,1.4218581638,48.9331724313,-7.53914635097
Urban,LOW,Urban__LOW,2273,2.59342446009,43.0009142364,-12.9956774372
Urban,LOW,Urban__LOW,2274,1.1382868916,47.0689284438,-6.14822297438
Urban,LOW,Urban__LOW,2275,4.67971873547,121.252527103,-12.6018815651
Urban,LOW,Urban__LOW,2276,1.78012134259,43.3001358106,-2.76320599438
Urban,LOW,Urban__LOW,2277,1.54651030348,50.5733657169,-4.9126257268
Urban,LOW,Urban__LOW,2278,3.14472306263,43.0567541192,-13.9438295628
Urban,LOW,Urban__LOW,2279,1.52852093534,38.9014347996,-3.72069191807
Urban,LOW,Urban__LOW,2280,1.85944672561,103.654489656,-10.4354680621
Urban,LOW,Urban__LOW,2281,1.50541966362,29.2998181953,-1.8585495363
Urban,LOW,Urban__LOW,2282,1.90460815341,50.5032441357,-16.2813576722
Urban,LOW,Urban__LOW,2283,1.79814488888,10.7073899322,-4.98655651042
Urban,LOW,Urban__LOW,2284,2.67035429218,53.6354271458,-16.3232762219
Urban,LOW,Urban__LOW,2285,1.31123341189,44.7047692541,-2.8115929542
Urban,LOW,Urban__LOW,2286,1.54704704917,50.1292154327,-4.5131143862
Urban,LOW,Urban__LOW,2287,1.64634360211,53.0334131546,-7.51120331826
Urban,LOW,Urban__LOW,2288,2.55107954762,57.7288592158,-17.0688034436
Urban,LOW,Urban__LOW,2289,2.989054656,133.056927372,-11.2633614068
Urban,LOW,Urban__LOW,2290,1.25911966149,42.4990437037,-3.54654940331
Urban,LOW,Urban__LOW,2291,1.86065029505,34.3789807574,-2.67581543266
Urban,LOW,Urban__LOW,2292,2.62659563359,50.3871873712,-15.2960578189
Urban,LOW,Urban__LOW,2293,1.87007388013,21.3912595468,-10.7189449207
Urban,LOW,Urban__LOW,2294,4.12027935823,112.239371266,-18.6945637894
Urban,LOW,Urban__LOW,2295,2.08657052638,38.0372049784,-11.2456746726
Urban,LOW,Urban__LOW,2296,2.2820772925,30.3142044954,-12.3436716193
Urban,LOW,Urban__LOW,2297,1.9766281566,60.5439097903,-12.1698572719
Urban,LOW,Urban__LOW,2298,1.16888446944,38.3019093709,-0.0882477415053
Urban,LOW,Urban__LOW,2299,1.22632338955,50.0119591868,-4.74568185579
Urban,LOW,Urban__LOW,2300,1.74021749099,45.7820085027,-3.17742975127
Urban,LOW,Urban__LOW,2301,0.982913760925,49.6801196643,-2.97942341907
Urban,LOW,Urban__LOW,2302,1.34264547949,50.6543733934,-2.89508431378
Urban,LOW,Urban__LOW,2303,1.32944946308,44.3962645897,-1.44503348953
Urban,LOW,Urban__LOW,2304,1.13431418128,34.9959783182,-18.2358765506
Urban,LOW,Urban__LOW,2305,1.11037887748,48.10360443,-2.67942414476
Urban,LOW,Urban__LOW,2306,1.90484963729,85.7307907898,-17.6160531339
Urban,LOW,Urban__LOW,2307,1.94200554201,103.283089504,-13.2361537232
Urban,LOW,Urban__LOW,2308,1.18597780347,62.5923904552,0.339589608099
Urban,LOW,Urban__LOW,2309,1.15096663609,52.5538618932,-5.46635269677
Urban,LOW,Urban__LOW,2310,1.79665218828,50.4360709866,-13.0551437841
Urban,LOW,Urban__LOW,2311,1.01990121333,42.918032888,-4.02251244252
Urban,LOW,Urban__LOW,2312,1.87964463028,46.0482170937,-6.2913195491
Urban,LOW,Urban__LOW,2313,3.56066674348,162.396398534,-13.0907028642
Urban,LOW,Urban__LOW,2314,1.17696564586,49.1010636445,-3.80885660066
Urban,LOW,Urban__LOW,2315,1.04025616693,47.7263574079,-1.19425325322
Urban,LOW,Urban__LOW,2316,1.2609717362,44.4602058332,-2.24717784439
Urban,LOW,Urban__LOW,2317,1.71103779577,17.6101811389,-0.0802019317096
Urban,LOW,Urban__LOW,2318,1.04914112375,32.6467493955,-3.32628428617
Urban,LOW,Urban__LOW,2319,1.85125151374,38.5445691388,-12.8455068498
Urban,LOW,Urban__LOW,2320,3.25681665892,125.124832698,-14.4004843155
Urban,LOW,Urban__LOW,2321,1.21637787773,46.2391683772,-3.09953551825
Urban,LOW,Urban__LOW,2322,1.01170194775,42.1924494638,-0.165966892201
Urban,LOW,Urban__LOW,2323,3.90949120842,94.6070006158,-11.8028362551
Urban,LOW,Urban__LOW,2324,1.44122684606,47.7572836267,-3.02091529618
Urban,LOW,Urban__LOW,2325,3.71152498142,261.049073483,-19.5322147571
Urban,LOW,Urban__LOW,2326,1.93891621452,9.68993512177,-1.7153716049
Urban,LOW,Urban__LOW,2327,1.81031916296,44.445038287,-4.80095770754
Urban,LOW,Urban__LOW,2328,1.71302471914,48.9259310373,-15.2831916644
Urban,LOW,Urban__LOW,2329,2.57144079729,87.514330348,-15.1296924559
Urban,LOW,Urban__LOW,2330,1.36006528066,47.4212998934,-5.18126450843
Urban,LOW,Urban__LOW,2331,1.36415238792,47.0730514858,-4.66569294425
Urban,LOW,Urban__LOW,2332,2.10273074088,45.5695713353,-3.87238584139
Urban,LOW,Urban__LOW,2333,1.07725155162,45.4419365003,-4.79195340231
Urban,LOW,Urban__LOW,2334,1.85055241798,25.3213875241,-13.3737595927
Urban,LOW,Urban__LOW,2335,1.59446455508,42.6206145688,-16.8595842264
Urban,LOW,Urban__LOW,2336,1.00915784501,52.5949367001,-4.28519133711
Urban,LOW,Urban__LOW,2337,2.36467375397,35.4812941694,-13.1557718989
Urban,LOW,Urban__LOW,2338,1.15413563145,47.4056538111,-3.6880321025
Urban,LOW,Urban__LOW,2339,2.45172026892,61.4831261703,-14.0136778632
Urban,LOW,Urban__LOW,2340,1.04468842842,46.0705158251,-1.74484515623
Urban,LOW,Urban__LOW,2341,2.10768561388,43.1347435047,-3.48748574186
Urban,LOW,Urban__LOW,2342,1.55018637911,30.4147698382,-3.50343078899
Urban,LOW,Urban__LOW,2343,2.53945933978,44.0897530598,-13.330700237
Urban,LOW,Urban__LOW,2344,1.89629340779,50.6991860136,-4.773580934
Urban,LOW,Urban__LOW,2345,1.66682764973,38.6069764228,-2.8930176997
Urban,LOW,Urban__LOW,2346,3.0023578291,65.9878715474,-11.945499864
Urban,LOW,Urban__LOW,2347,1.09811086435,51.4064024709,-6.14244364963
Urban,LOW,Urban__LOW,2348,1.18175403128,21.3891522725,-1.42752961342
Urban,LOW,Urban__LOW,2349,1.55466864279,49.6026525339,-6.24580575258
Urban,LOW,Urban__LOW,2350,1.26099259855,40.2644762217,-4.45856908781
Urban,LOW,Urban__LOW,2351,1.04128363908,30.5391570762,-0.888667396476
Urban,LOW,Urban__LOW,2352,1.94383273244,20.2733561902,-2.43036163388
Urban,LOW,Urban__LOW,2353,1.76841831276,45.7280797561,-4.24539902466
Urban,LOW,Urban__LOW,2354,1.86604919651,36.3104565778,-1.45687487918
Urban,LOW,Urban__LOW,2355,3.71555049876,27.3196489474,-15.9173824736
Urban,LOW,Urban__LOW,2356,2.03763640453,50.2524311422,-3.43179403847
Urban,LOW,Urban__LOW,2357,1.56221028221,47.7285347414,-4.82870417639
Urban,LOW,Urban__LOW,2358,2.91602497206,45.1799287502,-11.8765636315
Urban,LOW,Urban__LOW,2359,1.51597516659,50.1822981252,-3.215769005
Urban,LOW,Urban__LOW,2360,1.73862775777,34.0139741595,-13.8407078921
Urban,LOW,Urban__LOW,2361,1.13288265378,55.1834155687,-5.37813100837
Urban,LOW,Urban__LOW,2362,1.38566515745,48.2515268161,-4.72420523911
Urban,LOW,Urban__LOW,2363,2.45600032881,19.4676150898,-3.34451081142
Urban,LOW,Urban__LOW,2364,1.34312775649,46.8705237408,-4.33479428859
Urban,LOW,Urban__LOW,2365,1.79367681239,45.0318759221,-1.83320255956
Urban,LOW,Urban__LOW,2366,0.950372939517,41.945749952,-2.28110664164
Urban,LOW,Urban__LOW,2367,1.35812204097,31.7300159518,-11.9645922354
Urban,LOW,Urban__LOW,2368,1.14962257557,39.8710421175,-1.07030394787
Urban,LOW,Urban__LOW,2369,1.26613314593,55.8694030073,-6.41967994687
Urban,LOW,Urban__LOW,2370,1.04407580247,42.8646186604,-1.51008406509
Urban,LOW,Urban__LOW,2371,1.20069498475,44.700325698,-1.65807340519
Urban,LOW,Urban__LOW,2372,2.62990389901,88.2281916831,-14.7663409103
Urban,LOW,Urban__LOW,2373,1.60652378707,48.5140039727,-6.66295188888
Urban,LOW,Urban__LOW,2374,1.78218456057,42.9582444135,-1.8931900339
Urban,LOW,Urban__LOW,2375,1.58763920048,43.7184337776,-0.585178015016
Urban,LOW,Urban__LOW,2376,1.14233388195,43.4602786279,-5.22317919941
Urban,LOW,Urban__LOW,2377,1.6208317149,50.1563625265,-3.443815797
Urban,LOW,Urban__LOW,2378,2.21974729643,13.8853697062,-1.81451147495
Urban,LOW,Urban__LOW,2379,1.75983950537,54.3762584837,-8.00162577118
Urban,LOW,Urban__LOW,2380,1.98504163121,58.1047756765,-12.1958230146
Urban,LOW,Urban__LOW,2381,1.96561668712,46.6109512633,-2.91711309446
Urban,LOW,Urban__LOW,2382,1.144391657,38.8530562577,-3.01465319443
Urban,LOW,Urban__LOW,2383,1.21287268534,41.7517090915,-0.485765873594
Urban,LOW,Urban__LOW,2384,1.43689967712,49.0551193498,-5.60564666446
Urban,LOW,Urban__LOW,2385,1.6079201702,43.8983237731,-4.13009026293
Urban,LOW,Urban__LOW,2386,1.53085237474,48.4453761649,-4.96514150837
Urban,LOW,Urban__LOW,2387,1.67980334694,42.5739985688,-1.58525286301
Urban,LOW,Urban__LOW,2388,2.28277339725,73.3751071258,-11.9455502576
Urban,LOW,Urban__LOW,2389,1.96796750181,42.3805022125,-5.4582054377
Urban,LOW,Urban__LOW,2390,2.13824620482,43.9270465722,-3.18089903297
Urban,LOW,Urban__LOW,2391,1.10158321211,62.7092834568,-9.84837493405
Urban,LOW,Urban__LOW,2392,1.25119344889,32.8141801147,-1.16529696547
Urban,LOW,Urban__LOW,2393,1.75207592901,17.8639139094,-3.94249222113
Urban,LOW,Urban__LOW,2394,1.16047134621,51.1568402252,-3.95776783745
Urban,LOW,Urban__LOW,2395,3.1404074648,95.4080580793,-13.6819951254
Urban,LOW,Urban__LOW,2396,2.71741652572,68.9748175018,-15.6504226282
Urban,LOW,Urban__LOW,2397,2.62315317351,141.346731781,-9.14948480094
Urban,LOW,Urban__LOW,2398,2.1300749379,49.0726836528,-7.76702543395
Urban,LOW,Urban__LOW,2399,1.26932582846,46.6623876676,-4.61250957088
Urban,LOW,Urban__LOW,2400,2.72778673372,55.2215386575,-15.2069961554
Urban,LOW,Urban__LOW,2401,1.00841685326,46.0280811355,-4.0678743697
Urban,LOW,Urban__LOW,2402,1.98841254311,41.541011941,-14.4825636246
Urban,LOW,Urban__LOW,2403,1.22576578056,46.7985598804,-4.78245897852
Urban,LOW,Urban__LOW,2404,4.44726513397,122.449986743,-12.4741559242
Urban,LOW,Urban__LOW,2405,2.7157168084,80.0303336623,-16.7401271465
Urban,LOW,Urban__LOW,2406,1.08952787666,46.3611925674,-3.1870075571
Urban,LOW,Urban__LOW,2407,1.19984540301,34.3390736151,-3.53472311797
Urban,LOW,Urban__LOW,2408,2.04537774988,45.8531425649,-13.1251874433
Urban,LOW,Urban__LOW,2409,2.86863981141,48.4267847867,-13.9361869535
Urban,LOW,Urban__LOW,2410,1.98604429788,22.6533438253,-15.3399613032
Urban,LOW,Urban__LOW,2411,1.70784273971,41.8586985382,-4.03012848086
Urban,LOW,Urban__LOW,2412,1.83827624975,44.553740764,-2.94285683914
Urban,LOW,Urban__LOW,2413,2.94959296504,61.6136886011,-13.8295387662
Urban,LOW,Urban__LOW,2414,1.61457568957,40.7850284779,-0.175588636423
Urban,LOW,Urban__LOW,2415,2.62536714436,76.3398555221,-11.1436905614
Urban,LOW,Urban__LOW,2416,1.18050954116,19.3883289861,-3.62294335961
Urban,LOW,Urban__LOW,2417,2.18235851601,50.9424574745,-15.2175375254
Urban,LOW,Urban__LOW,2418,1.1724306792,50.5298840924,-6.11335200888
Urban,LOW,Urban__LOW,2419,1.26249891655,48.1672441284,-4.93010260038
Urban,LOW,Urban__LOW,2420,1.28895573502,50.7520588718,-5.28934713508
Urban,LOW,Urban__LOW,2421,1.61555432943,11.8946354062,-3.20172782436
Urban,LOW,Urban__LOW,2422,2.38720896537,58.5484076111,-12.8318636321
Urban,LOW,Urban__LOW,2423,1.22875780094,41.1722433314,-1.70305403207
Urban,LOW,Urban__LOW,2424,1.03803367627,85.875443676,-4.16271060462
Urban,LOW,Urban__LOW,2425,1.04513797843,48.1639161777,-1.81320905883
Urban,LOW,Urban__LOW,2426,1.71523128537,47.0043893011,-2.21577790782
Urban,LOW,Urban__LOW,2427,1.40950087062,42.2242184648,-3.09778844903
Urban,LOW,Urban__LOW,2428,1.8062914992,68.6513768337,-13.4375188231
Urban,LOW,Urban__LOW,2429,1.70099207596,17.3242927354,-1.14000892541
Urban,LOW,Urban__LOW,2430,1.415478571,28.674878259,-13.0261848269
Urban,LOW,Urban__LOW,2431,1.40903028041,48.1237959041,-13.7218255351
Urban,LOW,Urban__LOW,2432,2.10563551494,43.9540337773,-3.24632566655
Urban,LOW,Urban__LOW,2433,2.6282770122,46.1777508815,-14.7937074406
Urban,LOW,Urban__LOW,2434,1.15385077421,42.681704283,-3.18579578335
Urban,LOW,Urban__LOW,2435,1.35442625599,47.9499058408,-2.65469035397
Urban,LOW,Urban__LOW,2436,1.39129575074,42.9108637816,-1.81830557685
Urban,LOW,Urban__LOW,2437,1.27271004366,51.4674783121,-4.9489870547
Urban,LOW,Urban__LOW,2438,1.52980917864,39.8932631003,0.257728912926
Urban,LOW,Urban__LOW,2439,3.25818863713,66.4647507753,-14.1272306201
Urban,LOW,Urban__LOW,2440,1.20659369879,46.6813376007,-2.89591484174
Urban,LOW,Urban__LOW,2441,1.18907124709,45.894684433,-3.66015768659
Urban,LOW,Urban__LOW,2442,1.58891642289,79.4711741971,-2.33116915724
Urban,LOW,Urban__LOW,2443,1.0807353994,49.8428140828,-4.54284495819
Urban,LOW,Urban__LOW,2444,1.45648048562,49.1322963087,-3.81228138763
Urban,LOW,Urban__LOW,2445,1.0177748708,49.7685229587,-3.13495090479
Urban,LOW,Urban__LOW,2446,1.53236304678,47.291243216,-2.11558200443
Urban,LOW,Urban__LOW,2447,1.31004015882,41.8118745311,-2.29056932604
Urban,LOW,Urban__LOW,2448,2.17391724696,82.9131902117,-11.2164762076
Urban,LOW,Urban__LOW,2449,2.6735941253,74.3890075339,-15.7230912274
Urban,LOW,Urban__LOW,2450,0.901530442699,40.5391183943,-2.43543829094
Urban,LOW,Urban__LOW,2451,2.03358547746,47.2828346204,-5.11306959689
Urban,LOW,Urban__LOW,2452,2.17238216109,15.4215287297,-1.86610786903
Urban,LOW,Urban__LOW,2453,1.42242768439,40.4434810561,-1.85770961496
Urban,LOW,Urban__LOW,2454,1.35242186576,48.8366063941,-2.7770023244
Urban,LOW,Urban__LOW,2455,2.14476430468,98.0122700854,-13.5596868268
Urban,LOW,Urban__LOW,2456,1.43716636267,47.5427090379,-4.29176809795
Urban,LOW,Urban__LOW,2457,1.65312459994,41.1057673441,-0.678066099902
Urban,LOW,Urban__LOW,2458,2.11862883156,44.2550298055,-0.386766422254
Urban,LOW,Urban__LOW,2459,1.35650018239,44.9722221787,-15.6789504273
Urban,LOW,Urban__LOW,2460,0.781091308797,48.7292182326,-2.49646060102
