scope,cell_id,group_id,environment_class,elevation_band,rms_delay_dispersion_samples,track_balanced_group_weight
environment_only,Urban,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::524,Urban,MID,0.7353908406851004,0.3333333333333333
environment_only,Urban,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::539,Urban,MID,0.6140480392862835,0.3333333333333333
environment_only,Urban,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::540,Urban,MID,0.7451807163174626,0.3333333333333333
environment_only,Urban,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::541,Urban,MID,0.7449120118082369,0.3333333333333333
environment_only,Urban,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::559,Urban,MID,0.5957085203790463,0.3333333333333333
environment_only,Urban,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::560,Urban,MID,0.5462805401535458,0.3333333333333333
environment_only,Urban,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::561,Urban,MID,0.8201315316422486,0.3333333333333333
environment_only,Urban,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::259,Urban,HIGH,0.8531572421524157,1.0
environment_only,Urban,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::261,Urban,HIGH,0.8874192309704413,1.0
environment_only,Urban,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::516,Urban,HIGH,0.8726534134519363,0.5
environment_only,Urban,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::517,Urban,HIGH,0.7199891071237812,0.5
environment_only,Urban,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::768,Urban,HIGH,0.8973141655386935,1.0
environment_only,Urban,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::848,Urban,HIGH,0.4925752920022088,0.3333333333333333
environment_only,Urban,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::850,Urban,HIGH,0.6272450235629159,0.3333333333333333
environment_only,Urban,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::851,Urban,HIGH,0.7729934800205235,0.3333333333333333
environment_only,Urban,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::51,Urban,LOW,0.7363131483845454,0.3333333333333333
environment_only,Urban,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::52,Urban,LOW,0.6424546866465444,0.3333333333333333
environment_only,Urban,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::53,Urban,LOW,0.5437626662585141,0.3333333333333333
environment_only,Urban,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::263,Urban,LOW,0.6397557541584109,0.5
environment_only,Urban,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::265,Urban,LOW,0.8992259614749141,0.5
environment_only,Urban,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1::194,Urban,HIGH,0.35325866856504323,1.0
environment_only,Urban,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1::218,Urban,HIGH,0.6026171701264361,2.0
environment_only,Urban,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1::298,Urban,HIGH,0.7686251357776429,1.0
environment_only,Urban,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1::299,Urban,HIGH,0.9110529294979524,1.0
environment_only,Urban,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1::300,Urban,HIGH,1.003969783097259,1.0
environment_only,Urban,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1::465,Urban,HIGH,0.6625705452030843,1.0
environment_only,Urban,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1::848,Urban,HIGH,0.8305070559323205,0.3333333333333333
environment_only,Urban,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1::849,Urban,HIGH,0.7356014695502203,0.8333333333333333
environment_only,Urban,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1::850,Urban,HIGH,0.5809717625817923,0.8333333333333333
environment_only,Urban,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::67,Urban,MID,0.7863482102169204,1.0
environment_only,Urban,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::68,Urban,MID,0.9498260199580784,1.0
environment_only,Urban,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::69,Urban,MID,0.7476314534775802,1.0
environment_only,Urban,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::208,Urban,MID,0.5870375395311962,1.0
environment_only,Urban,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1291,Urban,MID,0.3889058953836871,1.0
environment_only,Urban,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::431,Urban,MID,0.8505302002091177,1.0
environment_only,Urban,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::432,Urban,MID,0.912702999412431,1.0
environment_only,Urban,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::433,Urban,MID,0.8402742460150325,1.0
environment_only,Urban,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::1585,Urban,MID,0.7894536935101426,1.0
environment_only,Urban,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::1586,Urban,MID,0.6690114816610433,1.0
environment_only,Urban,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::1587,Urban,MID,0.7106446804346134,1.0
environment_only,Urban,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1318,Urban,MID,0.6020611586461492,1.0
environment_only,Urban,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1329,Urban,MID,0.8043357102528226,1.0
environment_only,Urban,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1332,Urban,MID,0.6591859714871382,1.0
environment_only,Urban,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1428,Urban,MID,0.8055508092710549,3.0
environment_only,Urban,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1429,Urban,MID,0.4376023295450135,1.0
environment_only,Urban,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1439,Urban,MID,0.6312225266387768,1.0
environment_only,Urban,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1560,Urban,MID,0.4568126941099338,0.5
environment_only,Urban,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1562,Urban,MID,0.3886301901208642,0.5
environment_only,Urban,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1592,Urban,MID,0.7061618739620055,3.0
environment_only,Urban,F1023_V70_D0122_P1__G19__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::1434,Urban,MID,0.6553117153935416,1.0
environment_only,Urban,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::55,Urban,MID,0.7256014113531909,0.75
environment_only,Urban,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::56,Urban,MID,1.0488275747871267,0.75
environment_only,Urban,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::57,Urban,MID,0.7135792385327128,0.75
environment_only,Urban,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::58,Urban,MID,0.6554624318822648,0.75
environment_only,Urban,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::434,Urban,MID,0.17060748504794665,1.0
environment_only,Urban,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::446,Urban,MID,0.1907977020727406,0.5
environment_only,Urban,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::448,Urban,MID,0.11691777798062504,0.5
environment_only,Urban,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::1492,Urban,MID,0.25160655191709314,1.0
environment_only,Urban,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::1537,Urban,MID,0.3665806631767213,1.0
environment_only,Urban,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::1604,Urban,MID,0.7967119394902225,1.0
environment_only,Urban,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::1606,Urban,MID,0.7383125737513975,1.0
environment_only,Urban,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::8,Urban,HIGH,0.9545826000230523,1.5
environment_only,Urban,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::9,Urban,HIGH,0.9034578011518292,1.5
environment_only,Urban,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::10,Urban,HIGH,0.2901010229878653,1.0
environment_only,Urban,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::930,Urban,HIGH,0.9181408045562442,1.0
environment_only,Urban,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::931,Urban,HIGH,0.8427486577228496,1.0
environment_only,Urban,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::932,Urban,HIGH,0.9208052546810559,1.0
environment_only,Urban,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::1361,Urban,HIGH,0.7778165019738402,1.0
environment_only,Urban,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::1362,Urban,HIGH,0.9678547475831196,1.0
environment_only,Urban,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::1363,Urban,HIGH,0.8249009785572378,1.0
environment_only,Urban,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::1433,Urban,HIGH,0.6018453832106835,1.0
environment_only,Urban,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::1434,Urban,HIGH,0.8694620001538996,1.0
environment_only,Urban,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::1435,Urban,HIGH,0.7746892349981818,1.0
environment_only,Urban,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::327,Urban,MID,0.7842195801338562,0.5
environment_only,Urban,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::329,Urban,MID,0.8746975336214357,0.5
environment_only,Urban,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::964,Urban,MID,0.8482108584230095,2.0
environment_only,Urban,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::970,Urban,MID,0.6818997659307239,1.0
environment_only,Urban,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::994,Urban,MID,0.32621061707980487,0.3333333333333333
environment_only,Urban,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::995,Urban,MID,0.8992718884350381,0.3333333333333333
environment_only,Urban,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::996,Urban,MID,0.6467453720515719,0.3333333333333333
environment_only,Urban,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1012,Urban,MID,0.5473207990320605,0.3333333333333333
environment_only,Urban,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1013,Urban,MID,0.5403762692300325,0.3333333333333333
environment_only,Urban,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1014,Urban,MID,0.5944779213190486,0.3333333333333333
environment_only,Urban,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1076,Urban,MID,0.7475523237545147,0.25
environment_only,Urban,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1077,Urban,MID,0.85094507759309,0.25
environment_only,Urban,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1078,Urban,MID,0.6972277951417465,0.25
environment_only,Urban,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1079,Urban,MID,0.6958922549786722,0.25
environment_only,Urban,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1185,Urban,MID,0.8670914985543083,0.25
environment_only,Urban,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1186,Urban,MID,0.48976970845351997,0.25
environment_only,Urban,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1187,Urban,MID,0.4597114766188394,0.25
environment_only,Urban,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1188,Urban,MID,0.6602631139490127,0.25
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1::56,Mountain/Valley,MID,0.7739954019607785,1.0
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1::57,Mountain/Valley,MID,0.7756808569075991,1.0
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1::58,Mountain/Valley,MID,0.7775973632576166,1.0
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1::82,Mountain/Valley,MID,0.6687419218862048,2.0
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1::45,Mountain/Valley,HIGH,0.7408390844880581,1.0
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1::46,Mountain/Valley,HIGH,0.7045820322063996,1.0
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1::47,Mountain/Valley,HIGH,0.8523734285421325,1.0
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1::84,Mountain/Valley,HIGH,0.3628951484284328,1.0
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::7,Mountain/Valley,MID,0.6296182270781839,0.6666666666666666
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::8,Mountain/Valley,MID,0.8393013536442921,0.6666666666666666
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::9,Mountain/Valley,MID,0.6627010430260528,0.6666666666666666
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::43,Mountain/Valley,MID,0.7807659301945439,2.0
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::50,Mountain/Valley,MID,0.5050610531869607,1.0
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::74,Mountain/Valley,MID,0.7137636674347175,1.0
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G29__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::199,Mountain/Valley,HIGH,0.9184973085615625,2.0
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G29__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::1518,Mountain/Valley,HIGH,0.7794190621470473,1.0
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G29__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::1549,Mountain/Valley,HIGH,0.6445162754303324,1.0
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G29__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::1551,Mountain/Valley,HIGH,0.7276023505494549,1.0
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G29__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::1555,Mountain/Valley,HIGH,0.6687292701508862,1.0
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G29__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::1581,Mountain/Valley,HIGH,0.9091885285933633,2.0
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::148,Mountain/Valley,LOW,0.8350644958445086,0.3333333333333333
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::149,Mountain/Valley,LOW,0.9934501212332616,0.3333333333333333
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::150,Mountain/Valley,LOW,0.932799033122717,0.3333333333333333
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::664,Mountain/Valley,LOW,0.5456017053909586,0.6666666666666666
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::665,Mountain/Valley,LOW,0.6938421797639512,0.6666666666666666
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::666,Mountain/Valley,LOW,0.609686194621142,0.6666666666666666
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1542,Mountain/Valley,LOW,0.4569349776922247,0.3333333333333333
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1543,Mountain/Valley,LOW,0.46808800115112953,0.3333333333333333
environment_only,Mountain/Valley,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1544,Mountain/Valley,LOW,0.7101011392776436,0.3333333333333333
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G11__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::317,Mountain/Valley,MID,0.8374139468375158,2.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G11__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::640,Mountain/Valley,MID,0.8095023843585586,0.5
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G11__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::641,Mountain/Valley,MID,0.6536392172352857,0.5
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G11__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::642,Mountain/Valley,MID,0.9899107198396285,0.5
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G11__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::643,Mountain/Valley,MID,0.6203808445086709,0.5
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G11__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::730,Mountain/Valley,MID,0.6746689088588433,2.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G11__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::769,Mountain/Valley,MID,0.579933267102566,1.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G12__ch6__nav_sage_v2__ingestion_20260825_event_path_v1::651,Mountain/Valley,MID,0.6167300865784433,2.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G12__ch6__nav_sage_v2__ingestion_20260825_event_path_v1::970,Mountain/Valley,MID,1.084278794680407,1.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G12__ch6__nav_sage_v2__ingestion_20260825_event_path_v1::971,Mountain/Valley,MID,1.052678832256309,1.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G12__ch6__nav_sage_v2__ingestion_20260825_event_path_v1::972,Mountain/Valley,MID,0.7127609847421594,1.0
elevation_ready,Mountain/Valley/LOW,F1023_V70_D0117_P2__G28__ch1__nav_sage_v2__ingestion_20260825_event_path_v1::298,Mountain/Valley,LOW,0.6260291821512896,1.0
elevation_ready,Mountain/Valley/LOW,F1023_V70_D0117_P2__G28__ch1__nav_sage_v2__ingestion_20260825_event_path_v1::693,Mountain/Valley,LOW,0.6023365466086631,2.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G29__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::80,Mountain/Valley,MID,0.24927090541199068,1.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G32__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::82,Mountain/Valley,MID,0.7906732575634898,1.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G32__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::83,Mountain/Valley,MID,0.8985455179473785,1.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G32__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::84,Mountain/Valley,MID,0.8190122057042263,1.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G32__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::143,Mountain/Valley,MID,0.9305997562887618,1.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G32__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::144,Mountain/Valley,MID,0.7100695441481386,1.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G32__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::145,Mountain/Valley,MID,0.8286539229940345,1.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G32__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::347,Mountain/Valley,MID,0.22064394895509845,0.5
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G32__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::349,Mountain/Valley,MID,0.16698863735079547,0.5
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G32__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::759,Mountain/Valley,MID,0.7400150100296649,1.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G32__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::760,Mountain/Valley,MID,0.8467070855016299,1.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P2__G32__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::761,Mountain/Valley,MID,0.8950703793813946,1.0
elevation_ready,Mountain/Valley/HIGH,F1023_V70_D0117_P4__G25__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::347,Mountain/Valley,HIGH,0.9052227785671324,0.75
elevation_ready,Mountain/Valley/HIGH,F1023_V70_D0117_P4__G25__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::348,Mountain/Valley,HIGH,0.9370497137809437,0.75
elevation_ready,Mountain/Valley/HIGH,F1023_V70_D0117_P4__G25__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::349,Mountain/Valley,HIGH,0.9314244946129735,0.75
elevation_ready,Mountain/Valley/HIGH,F1023_V70_D0117_P4__G25__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::350,Mountain/Valley,HIGH,0.8413986304779197,0.75
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1::18,Mountain/Valley,MID,0.7225308391429301,2.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1::58,Mountain/Valley,MID,0.7255444363885157,2.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1::409,Mountain/Valley,MID,0.7827428537903249,2.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1::556,Mountain/Valley,MID,0.7388963752692941,0.5
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1::557,Mountain/Valley,MID,0.5925489404046625,0.5
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1::558,Mountain/Valley,MID,0.907208192871196,0.5
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1::559,Mountain/Valley,MID,0.8601173398828525,0.5
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::252,Mountain/Valley,MID,0.1589367791139267,0.5
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::253,Mountain/Valley,MID,0.23113858587640065,0.5
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::307,Mountain/Valley,MID,0.6830978129181722,1.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::308,Mountain/Valley,MID,0.7515264048830039,1.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::309,Mountain/Valley,MID,0.764766808049442,1.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::347,Mountain/Valley,MID,0.953589713975906,1.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::348,Mountain/Valley,MID,0.8608907114003989,1.0
elevation_ready,Mountain/Valley/MID,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::349,Mountain/Valley,MID,1.0210874510167156,1.0
