label_id,event_id,run_id,label_scope,label_value,label_source,label_rule_version,review_status,label_notes,modeling_eligibility,schema_version
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_157__rejected_candidate,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_157,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_469__confirmed_multipath,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_469,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_471__confirmed_multipath,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_471,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_594__confirmed_multipath,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_594,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1086__rejected_candidate,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1086,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1087__rejected_candidate,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1087,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1088__rejected_candidate,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1088,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_874__confirmed_multipath,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_874,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_178__rejected_candidate,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_178,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_16__rejected_candidate,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_16,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_17__rejected_candidate,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_17,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_18__rejected_candidate,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_18,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_65__rejected_candidate,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_65,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_66__rejected_candidate,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_66,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_67__rejected_candidate,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_67,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_84__rejected_candidate,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_84,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_122__rejected_candidate,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_122,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_123__rejected_candidate,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_123,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_121__rejected_candidate,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_121,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_124__confirmed_multipath,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_124,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_136__rejected_candidate,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_136,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_137__rejected_candidate,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_137,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_138__rejected_candidate,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_138,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_286__confirmed_multipath,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_286,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_145__rejected_candidate,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_145,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_352__rejected_candidate,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_352,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_982__rejected_candidate,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_982,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_84__confirmed_multipath,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_84,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_350__rejected_candidate,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_350,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_417__confirmed_multipath,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_417,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_2197__rejected_candidate,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_2197,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_421__rejected_candidate,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_421,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_957__rejected_candidate,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_957,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_958__rejected_candidate,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_958,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_959__rejected_candidate,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_959,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_939__rejected_candidate,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_939,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_956__rejected_candidate,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_956,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_74__confirmed_multipath,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_74,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_75__confirmed_multipath,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_75,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_73__rejected_candidate,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_73,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_76__confirmed_multipath,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_76,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_2093__confirmed_multipath,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_2093,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_432__confirmed_multipath,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_432,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_957__rejected_candidate,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_957,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_958__rejected_candidate,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_958,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_97__rejected_candidate,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_97,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_98__rejected_candidate,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_98,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_221__rejected_candidate,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_221,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_222__rejected_candidate,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_222,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_419__rejected_candidate,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_419,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_420__rejected_candidate,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_420,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_91__rejected_candidate,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_91,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_92__rejected_candidate,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_92,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_259__rejected_candidate,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_259,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_261__rejected_candidate,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_261,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
